rank,word,reading,vid,sid,part_of_speech,meanings
16734,方策,ほうさく,1517020,1721948934,n,plan; policy
16735,ギア,ギア,1042770,638362427,n,gear
16736,推移,すいい,1371080,3652898586,n; vs,transition; change; progress; development; shift; passing (of time)
16737,狂乱,きょうらん,1237660,217889035,adj-no; n; vs,fury; frenzy; madness; wildness
16738,砂利,じゃり,1291660,2559986916,adj-no; n,gravel; ballast; pebbles; child; rugrat; ankle-biter
16739,臭いがする,においがする,2782970,3385047148,exp; vs,to smell; to smell of; to have a smell
16740,品々,しなじな,1594470,833691970,n,various articles
16741,数年後,すうねんご,2835321,10821307,adv; adj-no; n,a few years later
16742,弊害,へいがい,1508270,3280141246,n,harmful effect; harmful influence; evil practice; abuse; malady
16743,霜,しも,1402930,2653907420,n,frost; white hair; grey hair; gray hair
16744,小説を書く,しょうせつをかく,1882740,3489823576,exp; v5; v5k,to write a novel
16745,膣口,ちつこう,2440950,3549536969,n,vaginal opening
16746,行き詰まる,いきづまる,1631350,2549374350,vi; v5; v5r,to come to a dead end; to come to a standstill; to reach a deadlock; to reach an impasse; to reach a stalemate
16747,奉公,ほうこう,1515900,3727984100,n; vs,live-in domestic service; live-in apprenticeship; public duty; public service
16748,血族,けつぞく,1255320,3636281646,adj-no; n,blood relative
16749,危機的,ききてき,2348370,296336923,adj-na,critical
16750,結び,むすび,1254610,3110008168,n,ending; conclusion; join; union; connecting; knot; knotting; rice ball
16751,むしる,むしる,1568540,3340750457,vt; v5; v5r,to pluck; to pick; to tear
16752,花屋,はなや,1194560,2858009109,n,florist; flower shop
16753,上京,じょうきょう,1352980,3674946921,n; vs,proceeding to the capital (Tokyo)
16754,引き,ひき,2026830,1274114730,n; suf,pull; patronage; influence; tug; discount
16755,なんぼ,なんぼ,2086540,1375171647,adv,how much; how many; how; to what extent; however (much); no matter how; what matters is ...; it all comes down to ...; nothing beats ...
16756,酸,さん,1304260,2649560465,n,acid; sourness; sour taste
16757,スキャンダル,スキャンダル,1068010,2507082358,n,scandal
16758,勝ち負け,かちまけ,1706680,4043585634,n,victory or defeat; victory and defeat
16759,公正,こうせい,1274120,1597985897,adj-na; n,justice; fairness; impartiality
16760,目星,,,,,
16761,暴れ出す,あばれだす,1519390,758555615,v5; v5s,to grow restive; to begin to act violently
16762,暢気,のんき,1600560,4163153352,adj-na; n,carefree; optimistic; careless; reckless; heedless; happy-go-lucky; easygoing; thoughtless
16763,家,いえ,1191730,1719503060,n,house; residence; dwelling; family; household; lineage; family name
16764,燻る,くすぶる,1592180,3608593398,vi; v5; v5r,"to smoke; to smoulder; to smolder; to sputter; to be sooty; to be smoke-stained; to smoulder (e.g. a dispute); to smolder; to seclude oneself; to live in obscurity; to stay in the same level (of social position, circumstances, etc.)"
16765,賜物,たまもの,1661230,3684278983,n,gift; boon; (good) result; fruit (e.g. of one's efforts)
16766,得意げ,,,,,
16767,白熱,はくねつ,1475360,4228235208,adj-no; n; vs,white heat; incandescence; becoming excited; getting heated (e.g. of a discussion); reaching a climax
16768,頭が良い,あたまがよい,2146840,1887473065,adj-i; exp,bright; intelligent; clever; smart
16769,つんのめる,つんのめる,1008240,730234605,vi; v5; v5r,to pitch forward; to fall forward
16770,言語道断,ごんごどうだん,1264450,2497310507,adj-na; adj-no; n,outrageous; preposterous; scandalous; inexcusable; absurd; execrable
16771,存じ上げる,ぞんじあげる,2012040,1403434867,vt; v1,to know (a person); to think
16772,投与,とうよ,1619920,1491408962,n; vs,administration (of medicine)
16773,ウキウキ,ウキウキ,1497400,3387510229,adv; vs,cheerfully; buoyantly; happily; in high spirits
16774,放射,ほうしゃ,1516600,3125445694,n; vs,radiation; emission
16775,どうの,どうの,2844062,195376432,exp,"something or other; this and that; one thing this, another thing that; blah blah blah"
16776,執る,とる,1599165,1073611436,vt; v5; v5r,to take (trouble); to attend (to business); to command (army)
16777,じゃれ合う,じゃれあう,2825730,1421619733,v5; v5u,to frolic about; to mess around
16778,元も子もない,もともこもない,2078990,2662560852,exp,losing everything; coming to nothing; having lost the interest and the principal
16779,余す,あます,1543860,742503836,vt; v5; v5s,to save; to leave over; to spare
16780,悪口を言う,わるぐちをいう,2776800,1879636373,exp; v5; v5u,to insult; to say something insulting about; to bad-mouth
16781,レッド,レッド,1145540,2403162381,adj-na; n,red
16782,１ヶ月,いっかげつ,1587410,3198084343,n,one month
16783,町並み,まちなみ,1604000,2868320403,n,townscape; street (of stores and houses); (look of) stores and houses on street
16784,受け取り,うけとり,1329770,438242622,n,receiving; receipt
16785,警備兵,けいびへい,2067620,2252831775,n,guard (soldier)
16786,秘密基地,ひみつきち,2791470,2865105060,n,secret base; hideout; hidden position
16787,俄然,がぜん,1196620,33976479,adv,suddenly; all of a sudden; abruptly
16788,どうぞよろしく,どうぞよろしく,1008960,1232384423,exp,pleased to meet you; how do you do; my regards (to someone); my greetings; best wishes; remember me to
16789,からかい,,,,,
16790,殺める,あやめる,1218420,4223412575,vt; v1,to wound; to murder
16791,美徳,びとく,1486600,2630270662,n,virtue
16792,変異,へんい,1510850,1805311701,adj-no; n; vs,variation; rogue (something)
16793,キャップ,キャップ,1041620,2636290568,n,"cap (headwear); cap (of a bottle, pen, etc.); leader; chief; head"
16794,非礼,ひれい,1485210,1865005160,adj-na; n,impoliteness
16795,力仕事,ちからしごと,1554990,1335323292,n,physical work; manual labour (labor)
16796,焼き肉,やきにく,1605420,1041195034,n,yakiniku; Japanese dish of grilled meat similar to Korean barbecue; roasted meat; grill
16797,頭のいい,あたまのいい,1856550,1040770139,adj-i; exp,bright; intelligent
16798,呻き,,,,,
16799,尽す,つくす,1370090,244208858,vt; v5; v5s; vi; suf,to use up; to exhaust; to run out of; to devote oneself (to); to do one's utmost (for); to serve; to work (for a cause); to do to exhaustion; to do completely; to do fully
16800,振り返す,ふりかえす,1851720,2566003691,vt; v5; v5s,to relapse; to reassert; to review
16801,立証,りっしょう,1551690,1875145592,n; vs,establishing proof; demonstration; substantiation
16802,枝葉,しよう,1579520,1582302302,n; adj-no,branches and leaves; foliage; unimportant details; nonessentials; side issue; digression
16803,穢れる,けがれる,1179000,535636322,vi; v1,to be violated; to be corrupted; to be polluted; to be stained
16804,便箋,びんせん,1512640,3531083990,n,writing paper; stationery; notepaper
16805,目に留まる,めにとまる,1605010,1496895419,exp; v5; v5r,to catch one's attention
16806,ラスボス,ラスボス,2561710,3330285668,n,final boss
16807,待ちきれない,まちきれない,1633640,409766544,adj-i,waiting impatiently for
16808,粛清,しゅくせい,1337740,2976732098,n; vs,(political) purge
16809,いかにして,いかにして,2057590,2835768696,exp,how; in what way
16810,ヒラヒラ,ヒラヒラ,1010680,693771521,adv; vs; n,"fluttering; flapping; waving; flickering (light, flame, etc.); frill; piece of thin material"
16811,孤高,ここう,1843300,1483255531,adj-na; adj-no; n,aloof; proudly independent; standing apart; solitary
16812,陸地,りくち,1644320,1015499892,adj-no; n,land
16813,取り逃がす,とりにがす,1707720,4194278455,vt; v5; v5s,to miss (capturing); to fail to catch; to let slip
16814,陶酔,とうすい,1450680,1237668911,n; vs,intoxication; being carried away by; being enraptured by
16815,草花,くさばな,1401940,3138706402,n,flower; flowering plant
16816,時の流れ,ときのながれ,2679860,2707657431,exp; n,flow of time; flux of time; lapse of time; passage of time; stream of time; current of the times; trend of the times
16817,アメリカ人,アメリカじん,1018890,2806432663,n,American person
16818,七色,なないろ,1579620,2542121057,n,the seven prismatic colors (colours)
16819,毒殺,どくさつ,1455540,4160373434,n; vs,poisoning; kill by poison
16820,上ずる,うわずる,1353240,1130670825,vi; v5; v5r,to sound shrill (of a voice); to sound high-pitched and excited; to sound hollow; to get excited; to become restless; to be thrown too high; to come in high
16821,疑心暗鬼,ぎしんあんき,1225600,1029148384,exp,"suspicion will raise bogies; once you suspect something, everything else will look suspicious; jumping at shadows"
16822,年長者,ねんちょうしゃ,1469040,2637134363,n,senior; elder; person older than oneself
16823,川沿い,かわぞい,1390040,2919981079,adj-no,along the river; riverside
16824,倍増,ばいぞう,1473310,500576145,n; vs,double
16825,事後,じご,1313880,3538028589,adj-no,after; post; ex-; after the fact; ex post
16826,耳朶,みみたぶ,1579600,3328133634,n,earlobe
16827,変質者,へんしつしゃ,1511130,4013608543,n,degenerate; pervert; deviant
16828,南西,なんせい,1582600,2603283496,adj-no; n,southwest
16829,大真面目,おおまじめ,1786520,2479288179,adj-na,deadly serious; deadly earnest
16830,袂,たもと,2078380,2786548055,n,sleeve (esp. of a kimono); pocket of sleeve; vicinity (esp. of a bridge); foot of a mountain; base of a mountain
16831,セーラー服,セーラーふく,1074320,2358400401,n,sailor suit; middy uniform
16832,諫める,いさめる,1572800,1377440271,vt; v1,to remonstrate; to admonish (someone) for; to advise (someone) not to; to warn against
16833,すとん,すとん,2112000,3945111814,adv,(with a) thump; (hanging) straight down
16834,塗り潰す,ぬりつぶす,1444240,1312190111,vt; v5; v5s,to paint over; to paint out; to fill in; to cover completely (with paint)
16835,アソコ,アソコ,1000320,3820066916,pn; n,there; over there; that place; yonder; you-know-where; genitals; private parts; nether regions; that far; that much; that point
16836,逆戻り,ぎゃくもどり,1227220,3156160146,n; vs,retrogression; reversal; relapse; doubling back; backtracking
16837,キリスト教,キリストきょう,1042530,3898880701,n,Christianity
16838,憂い,うい,1540730,2538744351,adj-i,unhappy; sad; gloomy
16839,不細工,ぶさいく,1492440,1016996576,adj-na; n,clumsy (work); awkward; poorly made; botched; ugly (of a person); unattractive; plain; homely
16840,背中を追う,せなかをおう,2843773,2722901030,exp; v5; v5u,to walk behind someone; to follow in someone's footsteps
16841,洗いざらい,あらいざらい,1766540,143258790,adv,all; wholly; entirely; completely; without exception
16842,パンダ,パンダ,1103210,1023618729,n,panda
16843,展望,てんぼう,1440640,3528818513,n; vs,view; outlook; prospect
16844,仕,し,1304750,1736534615,n,official; civil service
16845,こっちの話,こっちのはなし,2262990,3327560602,exp,matter being discussed (e.g. in a private conversation); it's not your business; it doesn't matter (to you); it's a private matter; our side of the story (in contrast to another's version)
16846,審査員,しんさいん,1360390,3333831703,n,examiner; judge
16847,日没,にちぼつ,1464450,2803031768,n,sunset
16848,娶る,めとる,2009880,1085257184,vt; v5; v5r,to marry (a woman); to take to wife; to take in marriage
16849,盛り,さかり,1379640,1846233005,n; suf,"height (e.g. of summer); peak (e.g. of cherry blossom season); (in) season; full bloom; full swing (of a party, etc.); prime (of one's life); (one's) best days; bloom; (being in) heat; rut"
16850,問,とい,1535930,1714660640,n,question; query
16851,得意分野,とくいぶんや,2051110,3173358027,n,one's field of expertise; one's strong area
16852,曲者,くせもの,1239910,3423707715,n,ruffian; villain; knave; thief; suspicious fellow; peculiar person; idiosyncratic person; stubborn fellow; tricky thing; something that is more than it seems; expert; master; highly skilled person; goblin; apparition; monster; ghost; phantom; spectre; specter
16853,ベール,ベール,1119330,3376282463,n,veil
16854,宿敵,しゅくてき,1337290,145410301,n,old enemy; longtime enemy; arch-enemy; traditional rival; longstanding foe
16855,コンロ,コンロ,1569000,2831434517,n,"cooking stove; burner (gas, electric, etc.); range; cooktop; hob"
16856,生温かい,なまあたたかい,1642540,3847551071,adj-i,lukewarm; tepid; disagreeably warm (e.g. bath)
16857,傍若無人,ぼうじゃくぶじん,1518880,3091526673,adj-na; adj-no; n,behaving outrageously as though there were no one around; acting without consideration for others; arrogance; audacity; insolence
16858,下等,かとう,1186030,3828592577,adj-na; n,inferior; base; vulgar; low grade; lower class
16859,赤らむ,あからむ,1383280,2588725521,vi; v5; v5m,to become red; to redden; to blush
16860,電力,でんりょく,1443810,3383605778,n,electric power
16861,了,りょう,1553290,1736729495,n,finish; completion; the end
16862,フラッシュ,フラッシュ,1111330,3363147377,n,flash (esp. of a camera); flashlight; flashbulb; very short scene in a film or TV show; newsflash
16863,誰が見ても,だれがみても,2772760,348491013,exp,as anyone can see
16864,律,りつ,1551160,1722421475,n; ctr; suf,"law (esp. ancient East Asian criminal code); regulation; vinaya (rules for the monastic community); Ritsu (school of Buddhism); lüshi (style of Chinese poem); (musical) pitch; six odd-numbered notes of the ancient chromatic scale; Japanese seven-tone gagaku scale, similar to Dorian mode (corresponding to: re, mi, fa, so, la, ti, do); (in traditional Eastern music) step (corresponding to a Western semitone)"
16865,えげつない,えげつない,1001160,3120871659,adj-i,dirty; vulgar; nasty
16866,華々しい,はなばなしい,1600960,3146053554,adj-i,brilliant; splendid; glorious; magnificent; spectacular
16867,検分,けんぶん,1617840,1209828766,n; vs,inspection; examination; survey
16868,見向く,みむく,1259540,2607542785,vi; v5; v5k,to look around; to look towards (us)
16869,文言,もんごん,1954650,3885351562,n,wording (esp. of written text); classical Chinese literary style; traditional written Chinese
16870,バーン,バーン,2318380,3454232292,n; adv,barn; road; bang; bam; wham
16871,大使館,たいしかん,1413890,1892626058,n,embassy
16872,わかんない,,,,,
16873,痒い,かゆい,1569570,2804010805,adj-i,itchy
16874,紛失,ふんしつ,1505050,3048869061,n; vs,loss; going missing
16875,奇行,きこう,1777860,1821084237,n,eccentricity; eccentric behaviour
16876,煤,すす,1473540,1826409095,n,soot
16877,定め,さだめ,1633740,2204718000,n,law; rule; regulation; provision; decision; appointment; arrangement; agreement; destiny; fate; karma
16878,やる気満々,やるきまんまん,2545530,3875883435,adj-no,totally willing; fully motivated
16879,未完成,みかんせい,1527300,3493603742,adj-na; adj-no; n,incompletion; incomplete; unfinished
16880,舞い散る,まいちる,2701550,1389101451,v5; v5r,"to dance down (leaves, petals, etc.); to fall as if dancing"
16881,家政婦,かせいふ,1192110,163206461,n,housekeeper; maid
16882,痛覚,つうかく,1652590,551691640,adj-no; n,sense of pain
16883,相撲,すもう,1401360,87930289,n,sumo wrestling; wrestler; rikishi
16884,口付け,くちづけ,1276850,2749285164,n; vs,kiss
16885,チェンジ,チェンジ,1077650,3538850038,n; vs,change
16886,肩を貸す,かたをかす,2836612,2722806974,exp; v5; v5s,to lend someone one's shoulder; to support with one's shoulder; to lend a hand; to come to someone's aid
16887,不満げ,,,,,
16888,贖罪,しょくざい,1573240,1040125465,n; vs,atonement; the Atonement (of Jesus Christ)
16889,おっかなびっくり,おっかなびっくり,2073880,3067412419,adv,fearfully; nervously; timidly; gingerly
16890,削り取る,けずりとる,1298060,4044767572,v5; v5r,to shave off; to scrape off
16891,凝らす,こらす,1239010,253308259,vt; v5; v5s,to concentrate; to devote; to apply; to strain; to rack
16892,二十六,にじゅうろく,2844892,1899399063,num,twenty-six
16893,四度,しど,2836829,3728223413,n,four times; four colour process printing (color); CMYK printing
16894,二十四時間,にじゅうよじかん,2623050,911490204,n,24 hours; twenty-four hours
16895,叱りつける,しかりつける,1319570,1157390960,vt; v1,to rebuke; to scold harshly
16896,殴り合い,なぐりあい,1181330,3594114949,n,fist fight
16897,遅かれ早かれ,おそかれはやかれ,1705660,4099464228,adv; exp,sooner or later
16898,沸き立つ,わきたつ,1501700,1037565031,vi; v5; v5t,to boil strongly; to be excited
16899,仙,せん,1387100,1736529395,n,hermit; wizard; wizardry
16900,与,むた,2654150,1737113165,n,together with ...
16901,オーガ,オーガ,1649040,3835569239,n,ogre; auger
16902,もふもふ,もふもふ,2760030,716872181,adv; adj-na; n; vs,"soft to the touch (e.g. fur, feathers); fluffy; to stroke (something fluffy); to rub; to pat"
16903,餓死,がし,1587980,2810707025,n; vs,(death from) starvation; starving to death
16904,ブーム,ブーム,1113160,3016001027,n; suf; vs,boom; rage; fad; boom; cross-arm
16905,片鱗,へんりん,1511850,1249878801,n,portion; part; snapshot; glimpse
16906,我先に,われさきに,1196870,656185669,adv,self first; striving to be first; scrambling for
16907,貴方達,あなたたち,2830440,4114967870,pn,you (plural)
16908,哀しみ,かなしみ,1590550,3786854409,n,sadness; sorrow; grief
16909,半壊,はんかい,1478990,2839410287,n; vs,partial destruction
16910,ます,,,,,
16911,歯ぎしり,はぎしり,1313550,769774575,n; vs,involuntary nocturnal tooth grinding; bruxism; grinding one's teeth out of anger or vexation
16912,ぐるみ,ぐるみ,1985490,781901088,suf,(together) with; -wide; including
16913,問,とい,1535930,1714660640,n,question; query
16914,夜通し,よどおし,1536970,3549037686,adv; n,all night; throughout the night
16915,蝙蝠,こうもり,1572090,243981146,n,bat (Chiroptera spp.); umbrella; opportunist; turncoat
16916,つんざく,つんざく,1564810,529788216,vt; v5; v5k,to break; to tear; to pierce; to split; to burst
16917,採点,さいてん,1294850,2631597152,n; vs,marking; grading; scoring
16918,工業,こうぎょう,1278040,1792116568,n,(manufacturing) industry
16919,ロ,ロ,1147330,2204400170,n; suf,Russia
16920,女子供,おんなこども,1761900,3351066449,n,women and children
16921,くべる,くべる,2007860,1000488137,vt; v1,to throw on the fire; to burn
16922,こく,こく,1285820,1661286167,n,period of time (usu. a period of approx. two hours corresponding to one of the signs of the Chinese zodiac); carving; engraving; cutting; mincing; victory; strictness; cruelty
16923,テンパる,テンパる,2018500,3363811127,vi; v5; v5r,to become one tile away from completion; to be at one's wits' end; to be about to blow one's fuse
16924,灰になる,はいになる,1201870,2747652352,exp; v5; v5r,to be reduced to ashes; to be cremated
16925,一存,いちぞん,1164470,2069840879,n,"one's own discretion (idea, responsibility)"
16926,班長,はんちょう,1481650,2504611281,n,squad leader; group leader; team leader
16927,材,ざい,2081360,1953776660,n; suf,wood; lumber; timber; (raw) material; stuff; talent; ability; capable person
16928,そんだけ,そんだけ,2065380,1897826093,adv; adj-no,that much; as much; to that extent; only that; that alone; no more than that
16929,完遂,かんすい,1211480,1167749798,n; vs,successful execution; accomplishment; completion; fulfillment; carrying through
16930,憎たらしい,にくたらしい,2012000,1004443789,adj-i,odious; hateful; awful; horrid; revolting
16931,訊き返す,ききかえす,1591060,3380662154,vt; v5; v5s,to listen repeatedly; to listen again; to ask a question in return; to ask again; to ask for a repeated explanation
16932,並びに,ならびに,1508350,2717009563,conj,and (also); both ... and; as well as
16933,情報交換,じょうほうこうかん,2365940,1868381669,n,information exchange
16934,置き場,おきば,1421840,282792231,n,place to put something; storage space; storehouse; depository; repository; shed; yard
16935,裡,り,2841132,2786262695,suf,in (e.g. secret); with (e.g. success)
16936,我が儘,わがまま,1197020,3046545825,adj-na; n,selfish; egoist; self-indulgent; wilful; willful
16937,に渡り,にわたり,2669380,3978844108,exp,throughout; over a period of ...; over a span of ...
16938,牙を剥く,きばをむく,2712840,3475195179,exp; v5; v5k,to bare one's fangs; to snarl (at)
16939,堅牢,けんろう,1257230,4007063619,adj-na; n,solid; strong; sturdy; durable; stout
16940,ランニング,ランニング,1140270,1875316110,n,running; tank top
16941,連れ,づれ,2842257,3386468588,suf,in the company of; accompanied by ...; as a group comprising ...; likes of ...
16942,人間離れ,にんげんばなれ,1366990,720911344,n; vs,being unhuman; being removed from humanity; being unworldly
16943,知ったことか,しったことか,2418950,3398484508,exp,I have nothing to do with it
16944,頁,ページ,1120410,2643951575,ctr; n,page
16945,後をつける,あとをつける,1856870,2857695446,exp; v1,to tag along; to follow; to tail; to shadow; to leave tracks; to leave footprints
16946,微細,びさい,1485930,3015955149,adj-na; n,minute; micro; detailed; delicate; subtle
16947,すり寄る,すりよる,1595890,3559164147,vi; v5; v5r,to draw close to; to edge up to; to snuggle up to; to nestle close to; to cuddle with; to draw closer to
16948,哲学者,てつがくしゃ,1437620,2463613934,n,philosopher
16949,撃ち出す,うちだす,2827015,4000378100,vt; v5; v5s,to begin shooting; to shoot out
16950,磨き,みがき,1641550,3351753532,n,polish; improvement; burnishing
16951,誇り高い,ほこりたかい,1267750,2601416997,adj-i,proud; lordly
16952,フワフワ,フワフワ,1113060,4046408709,adv; adj-na; adj-no; vs,"lightly (floating, drifting, etc.); buoyantly; soft; fluffy; spongy; unsteadily; flightily; fickly; frivolously"
16953,剥ぐ,はぐ,1582990,60597226,vt; v5; v5g,"to tear off; to peel off; to rip off; to strip off; to skin; to flay; to bark; to strip of (clothes, rank, etc.); to deprive of; to divest of"
16954,折り重なる,おりかさなる,1385840,1319856723,vi; v5; v5r,to lie on top of one another; to be in a heap
16955,手を焼く,てをやく,2028670,978644928,exp; v5; v5k,to not know what to do with; to be at a loss with; to have difficulty with; to be put out
16956,持ち前,もちまえ,1315650,2526171946,adj-no; n,one's nature; characteristic; inherent; natural
16957,盲点,もうてん,1534280,2395761493,n,blind spot (on the retina); blind spot; weak point; loophole
16958,並大抵,なみたいてい,1508450,3102424536,adj-na; adj-no; n,ordinary; average; run-of-the-mill
16959,会食,かいしょく,1198670,2761911214,n; vs,dining together; mess
16960,公共,こうきょう,1273510,1346847782,adj-no; n,"public (facilities, service, etc.); communal"
16961,眉根,まゆね,2454670,1879882758,n,part of the eyebrow closest to the nose
16962,乗り移る,のりうつる,1354760,251949903,vi; v5; v5r,to change (cars or horses); to transfer; to possess; to inspire
16963,幸福感,こうふくかん,1935050,1059731300,n,feeling of happiness; sense of well-being; euphoria
16964,凪,なぎ,1459650,1712119805,n,calm (at sea); lull
16965,悦び,よろこび,1606140,2701860910,n,joy; delight; rapture; pleasure; gratification; rejoicing; congratulations; felicitations
16966,つけ込む,つけこむ,1495900,2626176239,vi; v5; v5m,to take advantage of; to impose on; to make an entry (in an account book)
16967,戦隊,せんたい,1390410,1294792198,adj-no; n,squadron
16968,衝動的,しょうどうてき,1686680,1619528119,adj-na,impulsive
16969,正統,せいとう,1377710,3445715680,adj-na; adj-no; n,legitimate; orthodox; traditional
16970,咲き誇る,さきほこる,1847720,1292808880,vi; v5; v5r,to be in full bloom; to blossom in full glory; to be in fullness of bloom
16971,お開き,おひらき,1862840,2823061746,n,"breakup (of a ceremony, wedding, party, meeting, etc.); closure"
16972,土砂,どしゃ,1624160,677252012,n,sediment; earth and sand
16973,独占欲,どくせんよく,1455900,953881283,n,possessiveness; desire to monopolize (monopolise); desire for control
16974,グズグズ,グズグズ,1004040,3012106493,adv; vs; adj-na,slowly; tardily; dawdling; lingering; hesitantly; complaining; grumbling; unsettled (e.g. weather); loose; slackened
16975,グイグイ,グイグイ,1004010,871995049,adv; vs,without hesitation; with great optimism; vigorously; with great vigor; positively; (pushing or pulling) strongly; (drinking) heavily
16976,無益,むえき,1529650,3120182487,adj-na; adj-no; n,useless; futile; vain
16977,睡魔,すいま,1654370,2566613938,n,sleepiness; drowsiness; the sandman; Morpheus
16978,先ず,まず,1387240,691037433,adv,first (of all); firstly; to begin with; before anything else; probably; most likely; almost certainly; virtually; more or less (satisfactory); on the whole; reasonably; anyway; at any rate; for now (at least); for the time being
16979,ガ,ガ,2028930,2204211380,prt; conj,indicates sentence subject (occasionally object); indicates possessive (esp. in literary expressions); but; however; still; and; regardless of; whether (or not)
16980,わななく,わななく,1390700,2570860138,vi; v5; v5k,to tremble; to shiver; to shake
16981,分かつ,,,,,
16982,狂おしい,くるおしい,1237520,268455276,adj-i,"mad (with grief, love, etc.); crazy; out of one's mind; on the verge of insanity"
16983,ブログ,ブログ,2037270,3718354315,n,blog; weblog
16984,形を取る,かたちをとる,2402740,1920953496,exp; v5; v5r,to take the form (of); to assume a shape
16985,分かり合う,わかりあう,2038420,1436186883,v5; v5u,to understand (each other); to comprehend
16986,誕生日プレゼント,たんじょうびプレゼント,2826434,487850373,n,birthday present
16987,ぶっ放す,ぶっぱなす,2524980,1582238313,v5; v5s,to fire a gun; to let off a gun; to loose off a shell
16988,売りつける,うりつける,1473910,255411941,vt; v1,to palm off; to force a sale
16989,ビキニ,ビキニ,1104660,1582601867,n,bikini (swimwear); Bikini island
16990,移民,いみん,1158440,1054765629,adj-no; n; vs,emigration; immigration; emigrant; immigrant
16991,コンテナ,コンテナ,1052600,2357966008,n,container (e.g. shipping); skip
16992,スタミナ,スタミナ,1069810,2573117982,adj-no; n,stamina; energy
16993,逆立てる,さかだてる,1693390,1447608957,vt; v1,"to stand on end (hair, fur); to bristle; to ruffle (up)"
16994,秘宝,ひほう,1484130,3735820753,n,hidden treasure; treasured article
16995,補修,ほしゅう,1514560,17067077,n; vs,repair; mending
16996,寄せ合う,よせあう,2521130,473294955,v5; v5u,to press against each other; to huddle together
16997,ごつい,ごつい,2062930,4057784843,adj-i,"large and rough; big and tough; rugged (hands, features, etc.); hard; sturdy; chunky; burly; unrefined; rustic; boorish; extreme; excessive; tremendous; terrible"
16998,恐れ多い,おそれおおい,1676410,1288520016,adj-i,awesome; awe-inspiring; august; discourteous (to a superior); lacking due respect
16999,待合室,まちあいしつ,1410630,3700865813,n,waiting room
17000,フォーム,フォーム,1110340,333956218,n,foam; form
17001,内々,うちうち,1582450,3419931737,adv; adj-no; n,private; confidential; informal; secret; (within the) family circle; (on the) inside
17002,売り払う,うりはらう,1473920,713130588,vt; v5; v5u,to sell off; to sell completely
17003,に関し,にかんし,2567600,4262992430,exp,related to; in relation to
17004,削れる,けずれる,2036970,3358055372,v1,to be shaved or planed
17005,小一時間,こいちじかん,1874690,2083970996,n,nearly one hour
17006,団結,だんけつ,1419230,1593360198,n; vs,unity; union; solidarity; combination; teaming up
17007,似通う,にかよう,1314700,1791516954,vi; v5; v5u,to resemble closely
17008,熱に浮かされる,ねつにうかされる,2777200,3098098742,exp; v1,to be delirious with fever; to have a feverish dream; to be crazy about something
17009,ビンゴ,ビンゴ,1106130,3786918730,n,bingo
17010,アクシデント,アクシデント,1015160,797240202,n,accident
17011,リアルタイム,リアルタイム,1141000,2112266220,adj-no; n,real time
17012,上り詰める,のぼりつめる,1600380,2851540141,vi; v1,to go to the top; to climb to the top; to ascend to the top; to reach the summit (e.g. of a mountain); to be engrossed in; to be very enthusiastic about; to be infatuated with
17013,なおのこと,なおのこと,1642690,3251819310,adv; exp,all the more; still more
17014,気色悪い,きしょくわるい,2125090,178726821,adj-i,weird; disgusting; sickening
17015,定位置,ていいち,1435390,1792728672,n,home position; origin; usual place (for something)
17016,代役,だいやく,1412350,3373592622,n,substitute (e.g. actor); substitution; stand-in; double
17017,紛争,ふんそう,1505060,3085378176,n; vs,dispute; conflict; trouble; strife
17018,拭き取る,ふきとる,1357230,3357005152,vt; v5; v5r,to wipe off; to wipe up
17019,ＲＰＧ,アールピージー,2827040,3903330347,n,role-playing game; RPG
17020,躾,しつけ,1573410,2784903755,adj-no; n,discipline; training; teaching manners
17021,終点,しゅうてん,1332950,3095902587,n,terminus; last stop (e.g. train)
17022,非常時,ひじょうじ,1688740,2960868227,n,time of emergency; (in an) emergency
17023,何食わぬ顔,なにくわぬかお,1189080,1272915874,exp; n,innocent look; nonchalant look; look of ignorance; air of innocence
17024,配分,はいぶん,1473200,3368209339,adj-no; n; vs,distribution; allotment
17025,圧勝,あっしょう,1153140,2540555264,n; vs,overwhelming victory; crushing victory; sweeping victory; landslide victory
17026,一代,いちだい,1164590,2154323099,n,generation; lifetime; age
17027,鬱蒼,うっそう,1588280,2764787543,adv,thick; dense; luxuriant
17028,オロオロ,オロオロ,1001580,2289961837,adv; vs,in confusion; in a fluster; in bewilderment; in a dither; in a panic; all shook up; helplessly; sobbing; tearfully; trembling (voice)
17029,嘘を吐く,うそをつく,1172440,3548357321,exp; v5; v5k,to tell a lie; to fib
17030,精を出す,せいをだす,1888080,2006888942,exp; v5; v5s,to work hard; to work diligently
17031,落,おち,1548530,2777838920,n,slip; omission; upshot; denouement; outcome; final result; punch line (of a joke)
17032,口紅,くちべに,1276110,1957017220,adj-no; n,lipstick
17033,いたわる,いたわる,1560240,930412648,vt; v5; v5r,to pity; to sympathize with; to sympathise with; to treat with sympathy; to console; to be kind to; to appreciate; to tend to (e.g. an injury); to care for; to nurse; to soothe
17034,負けず劣らず,まけずおとらず,1847520,2260250196,adv; adj-no,"equally (talented, etc.); evenly; neck and neck; nip and tuck"
17035,お待ちかね,おまちかね,1621110,452655476,adj-no; n,long-awaited; long-waited-for; someone who has waited a long time; something that one has waited impatiently for
17036,引っ張り上げる,ひっぱりあげる,2081160,970660201,vt; v1,to pull up; to haul up
